date;GN
23/01/2021;1.57
24/01/2021;1.63
25/01/2021;1.61
26/01/2021;1.59
27/01/2021;1.56
28/01/2021;1.52
29/01/2021;1.49
30/01/2021;1.48
31/01/2021;1.73
01/02/2021;1.85
02/02/2021;1.87
03/02/2021;1.85
04/02/2021;1.77
05/02/2021;1.75
06/02/2021;1.72
07/02/2021;1.7
08/02/2021;1.73
09/02/2021;1.72
10/02/2021;1.74
11/02/2021;1.72
12/02/2021;1.88
13/02/2021;1.85
14/02/2021;1.78
15/02/2021;1.78
16/02/2021;NA
17/02/2021;NA
18/02/2021;1.69
19/02/2021;1.68
20/02/2021;1.68
21/02/2021;1.62
22/02/2021;1.82
23/02/2021;1.83
24/02/2021;1.75
25/02/2021;1.72
26/02/2021;1.7
27/02/2021;1.69
28/02/2021;1.68
01/03/2021;1.67
02/03/2021;1.65
03/03/2021;1.66
04/03/2021;1.64
05/03/2021;1.61
06/03/2021;1.63
07/03/2021;1.61
08/03/2021;1.59
09/03/2021;1.6
10/03/2021;1.58
11/03/2021;1.58
12/03/2021;1.57
13/03/2021;1.56
14/03/2021;1.68
15/03/2021;1.67
16/03/2021;1.64
17/03/2021;1.67
18/03/2021;1.72
19/03/2021;1.92
20/03/2021;1.89
21/03/2021;1.81
22/03/2021;1.81
23/03/2021;1.8
24/03/2021;1.78
25/03/2021;1.77
26/03/2021;1.72
27/03/2021;1.68
28/03/2021;1.71
29/03/2021;1.66
30/03/2021;1.62
31/03/2021;1.59
01/04/2021;1.56
02/04/2021;1.54
03/04/2021;1.53
04/04/2021;1.48
05/04/2021;1.45
06/04/2021;1.4
07/04/2021;1.39
08/04/2021;1.36
09/04/2021;1.3
10/04/2021;1.29
11/04/2021;1.36
12/04/2021;1.35
13/04/2021;1.3
14/04/2021;1.29
15/04/2021;1.27
16/04/2021;1.28
17/04/2021;1.28
18/04/2021;1.28
19/04/2021;1.26
20/04/2021;1.26
21/04/2021;1.32
22/04/2021;1.34
23/04/2021;1.34
24/04/2021;1.29
25/04/2021;1.26
26/04/2021;1.3
27/04/2021;1.29
28/04/2021;1.27
29/04/2021;1.31
30/04/2021;1.42
01/05/2021;1.55
02/05/2021;1.49
03/05/2021;1.46
04/05/2021;1.36
05/05/2021;1.32
06/05/2021;1.27
07/05/2021;1.21
08/05/2021;1.11
09/05/2021;1.01
10/05/2021;0.97
11/05/2021;0.91
12/05/2021;0.93
13/05/2021;0.9
14/05/2021;0.9
15/05/2021;0.86
16/05/2021;0.78
17/05/2021;0.7
18/05/2021;0.62
19/05/2021;0.54
20/05/2021;0.46
21/05/2021;0.38
22/05/2021;0.3
23/05/2021;0.2
24/05/2021;0.19
25/05/2021;0.15
26/05/2021;0.05
27/05/2021;0.05
28/05/2021;0
29/05/2021;0
30/05/2021;0
31/05/2021;0
01/06/2021;0
02/06/2021;0
03/06/2021;0
04/06/2021;0
05/06/2021;0.08
06/06/2021;0
07/06/2021;0.05
08/06/2021;0
09/06/2021;0.05
10/06/2021;0
11/06/2021;0.05
12/06/2021;0
13/06/2021;0
14/06/2021;0
15/06/2021;0
16/06/2021;0
17/06/2021;0.05
18/06/2021;0
19/06/2021;0
20/06/2021;0.05
21/06/2021;0.07
22/06/2021;0.06
23/06/2021;0.08
24/06/2021;0.06
25/06/2021;0.05
26/06/2021;0
27/06/2021;0.05
28/06/2021;0
29/06/2021;0
30/06/2021;0.05
01/07/2021;0
02/07/2021;0
03/07/2021;0
04/07/2021;0
05/07/2021;0
06/07/2021;0.14
07/07/2021;0.09
08/07/2021;0.06
09/07/2021;0
10/07/2021;0
11/07/2021;0
12/07/2021;0.05
13/07/2021;0.16
14/07/2021;0.09
15/07/2021;0
16/07/2021;0.07
17/07/2021;0
18/07/2021;0.05
19/07/2021;0.05
20/07/2021;0.07
21/07/2021;0
22/07/2021;0
23/07/2021;0
24/07/2021;0
25/07/2021;0
26/07/2021;0.05
27/07/2021;0.06
28/07/2021;0
29/07/2021;0
30/07/2021;0
31/07/2021;0.06
01/08/2021;0.07
02/08/2021;0.07
03/08/2021;0.07
04/08/2021;0.08
05/08/2021;0.05
06/08/2021;0
07/08/2021;0.05
08/08/2021;0
09/08/2021;0.06
10/08/2021;0.05
11/08/2021;0
12/08/2021;0
13/08/2021;0
14/08/2021;0
15/08/2021;0
16/08/2021;0.05
17/08/2021;0.05
18/08/2021;0.05
19/08/2021;0.06
20/08/2021;0.06
21/08/2021;0.06
22/08/2021;0
23/08/2021;0.05
24/08/2021;0.08
25/08/2021;0.09
26/08/2021;0.06
27/08/2021;0.05
28/08/2021;0.06
29/08/2021;0.06
30/08/2021;0
31/08/2021;0.07
01/09/2021;0
02/09/2021;0.05
03/09/2021;0.05
04/09/2021;0.05
05/09/2021;0
06/09/2021;0.05
07/09/2021;0
08/09/2021;0
09/09/2021;0.06
10/09/2021;0.06
11/09/2021;0.06
12/09/2021;0.05
13/09/2021;0.05
14/09/2021;0.06
15/09/2021;0.06
16/09/2021;0.06
17/09/2021;0.06
18/09/2021;0.07
19/09/2021;0.06
20/09/2021;0.06
21/09/2021;0.06
22/09/2021;0.07
23/09/2021;0.07
24/09/2021;0.07
25/09/2021;0.05
26/09/2021;0.05
27/09/2021;0
28/09/2021;0.06
29/09/2021;0.06
30/09/2021;0.06
01/10/2021;0.07
02/10/2021;0.06
03/10/2021;0.09
04/10/2021;0.11
05/10/2021;0.06
06/10/2021;0.06
07/10/2021;0.07
08/10/2021;0.07
09/10/2021;0.07
10/10/2021;0.06
11/10/2021;0.06
12/10/2021;0.05
13/10/2021;0
14/10/2021;0.05
15/10/2021;0.05
16/10/2021;0
17/10/2021;0.05
18/10/2021;0
19/10/2021;0
20/10/2021;0.05
21/10/2021;0
22/10/2021;0.06
23/10/2021;0.05
24/10/2021;0.05
25/10/2021;0
26/10/2021;0.05
27/10/2021;0.06
28/10/2021;0.06
29/10/2021;0.05
30/10/2021;0.05
31/10/2021;0.05
01/11/2021;0.05
02/11/2021;0.05
03/11/2021;0.09
04/11/2021;0.11
05/11/2021;0.12
06/11/2021;0.12
07/11/2021;0.11
08/11/2021;0.11
09/11/2021;0.12
10/11/2021;0.12
11/11/2021;0.14
12/11/2021;0.15
13/11/2021;0.14
14/11/2021;0.14
15/11/2021;0.22
16/11/2021;0.23
17/11/2021;0.21
18/11/2021;0.2
19/11/2021;0.2
20/11/2021;0.2
21/11/2021;0.21
22/11/2021;0.19
23/11/2021;0.31
24/11/2021;0.36
25/11/2021;0.35
26/11/2021;0.37
27/11/2021;0.46
28/11/2021;1.32
29/11/2021;0.96
30/11/2021;0.87
01/12/2021;0.77
02/12/2021;1.15
03/12/2021;1.28
04/12/2021;1.15
05/12/2021;1.61
06/12/2021;1.84
07/12/2021;1.7
08/12/2021;1.64
09/12/2021;2
10/12/2021;2.5
11/12/2021;2.83
12/12/2021;2.62
13/12/2021;2.42
14/12/2021;2.28
15/12/2021;2.08
16/12/2021;2.06
17/12/2021;2.02
18/12/2021;1.97
19/12/2021;1.93
20/12/2021;1.9
21/12/2021;1.86
22/12/2021;1.84
23/12/2021;1.78
24/12/2021;1.77
25/12/2021;1.75
26/12/2021;1.72
27/12/2021;1.72
28/12/2021;1.72
29/12/2021;1.64
30/12/2021;1.6
31/12/2021;1.58
01/01/2022;1.56
02/01/2022;1.55
03/01/2022;1.53
04/01/2022;1.53
05/01/2022;1.61
06/01/2022;1.6
07/01/2022;1.65
08/01/2022;1.83
09/01/2022;2.32
10/01/2022;2.33
11/01/2022;2.33
12/01/2022;2.26
13/01/2022;2.14
14/01/2022;2.1
15/01/2022;2.12
16/01/2022;2.07
17/01/2022;2.08
18/01/2022;2.05
19/01/2022;2.02
20/01/2022;2.03
21/01/2022;2.02
22/01/2022;1.99
23/01/2022;1.98
24/01/2022;1.97
25/01/2022;1.97
26/01/2022;1.97
27/01/2022;1.97
28/01/2022;1.96
29/01/2022;1.94
30/01/2022;1.93
31/01/2022;2.01
01/02/2022;1.85
02/02/2022;1.87
03/02/2022;1.87
04/02/2022;1.85
05/02/2022;1.83
06/02/2022;1.84
07/02/2022;1.84
08/02/2022;1.84
09/02/2022;1.84
10/02/2022;1.83
11/02/2022;1.83
12/02/2022;1.82
13/02/2022;1.81
14/02/2022;1.89
15/02/2022;2.03
16/02/2022;2.04
17/02/2022;2.02
18/02/2022;2.01
19/02/2022;1.96
20/02/2022;1.96
21/02/2022;2.01
22/02/2022;1.91
23/02/2022;1.91
24/02/2022;1.88
25/02/2022;1.88
26/02/2022;1.87
27/02/2022;1.85
28/02/2022;1.86
01/03/2022;1.85
02/03/2022;1.89
03/03/2022;1.91
04/03/2022;1.9
05/03/2022;1.9
06/03/2022;1.91
07/03/2022;1.9
08/03/2022;1.91
09/03/2022;1.93
10/03/2022;1.9
11/03/2022;1.9
12/03/2022;2
13/03/2022;2.04
14/03/2022;2.06
15/03/2022;2.06
16/03/2022;1.97
17/03/2022;2.02
18/03/2022;2.08
19/03/2022;2.04
20/03/2022;2.01
21/03/2022;2.04
22/03/2022;2.01
23/03/2022;2.03
24/03/2022;2.03
25/03/2022;2.02
26/03/2022;2.02
27/03/2022;2.02
28/03/2022;2
29/03/2022;2.04
30/03/2022;2.04
31/03/2022;1.99
01/04/2022;2.32
02/04/2022;2.48
03/04/2022;2.38
04/04/2022;2.34
05/04/2022;2.3
06/04/2022;2.25
07/04/2022;2.22
08/04/2022;2.2
09/04/2022;2.14
10/04/2022;2.17
11/04/2022;2.16
12/04/2022;2.11
13/04/2022;2.08
14/04/2022;2.06
15/04/2022;1.98
16/04/2022;1.96
17/04/2022;1.9
18/04/2022;1.84
19/04/2022;1.86
20/04/2022;1.93
21/04/2022;1.83
22/04/2022;1.85
23/04/2022;1.91
24/04/2022;2.03
25/04/2022;1.97
26/04/2022;1.88
27/04/2022;1.86
28/04/2022;1.81
29/04/2022;1.75
30/04/2022;1.68
01/05/2022;1.62
02/05/2022;1.55
03/05/2022;1.54
04/05/2022;1.5
05/05/2022;1.47
06/05/2022;1.47
07/05/2022;1.47
08/05/2022;1.46
09/05/2022;1.43
10/05/2022;1.39
11/05/2022;1.31
12/05/2022;1.24
13/05/2022;1.16
14/05/2022;1.09
15/05/2022;1
16/05/2022;0.88
17/05/2022;0.77
18/05/2022;0.68
19/05/2022;0.56
20/05/2022;0.45
21/05/2022;0.34
22/05/2022;0.24
23/05/2022;0.12
24/05/2022;0.14
25/05/2022;0.15
26/05/2022;0.07
27/05/2022;0.07
28/05/2022;0.06
29/05/2022;0.06
30/05/2022;0.07
31/05/2022;0.07
01/06/2022;0.06
02/06/2022;0.06
03/06/2022;0.07
04/06/2022;0.06
05/06/2022;0.06
06/06/2022;0.05
07/06/2022;0.07
08/06/2022;0.06
09/06/2022;0.07
10/06/2022;0.06
11/06/2022;0.05
12/06/2022;0
13/06/2022;0.07
14/06/2022;0.06
15/06/2022;0.06
16/06/2022;0.05
17/06/2022;0
18/06/2022;0
19/06/2022;0.08
20/06/2022;0.07
21/06/2022;0.07
22/06/2022;0.11
23/06/2022;0.08
24/06/2022;0.07
25/06/2022;0.12
26/06/2022;0.12
27/06/2022;0.1
28/06/2022;0.08
29/06/2022;0.05
30/06/2022;0.05
01/07/2022;0.06
02/07/2022;0.05
03/07/2022;0.06
04/07/2022;0.05
05/07/2022;0.06
06/07/2022;0.12
07/07/2022;0.12
08/07/2022;0.09
09/07/2022;0.06
10/07/2022;0.05
11/07/2022;0.05
12/07/2022;0
13/07/2022;0.05
14/07/2022;0.06
15/07/2022;0
16/07/2022;0.05
17/07/2022;0.05
18/07/2022;0
19/07/2022;0
20/07/2022;0.05
21/07/2022;0.07
22/07/2022;0
23/07/2022;0
24/07/2022;0
25/07/2022;0
26/07/2022;0
27/07/2022;0.05
28/07/2022;0.05
29/07/2022;0.06
30/07/2022;0.05
31/07/2022;0.05
01/08/2022;0
02/08/2022;0.05
03/08/2022;0.06
04/08/2022;0.06
05/08/2022;0.06
06/08/2022;0.06
07/08/2022;0.06
08/08/2022;0.06
09/08/2022;0
10/08/2022;0.08
11/08/2022;0.06
12/08/2022;0.05
13/08/2022;0.06
14/08/2022;0.06
15/08/2022;0.05
16/08/2022;0.05
17/08/2022;0
18/08/2022;0.09
19/08/2022;0.07
20/08/2022;0.05
21/08/2022;0.05
22/08/2022;0
23/08/2022;0
24/08/2022;0.07
25/08/2022;0.07
26/08/2022;0.07
27/08/2022;0.07
28/08/2022;0.06
29/08/2022;0.06
30/08/2022;0.05
31/08/2022;0.06
01/09/2022;0
02/09/2022;0.05
03/09/2022;0
04/09/2022;0.05
05/09/2022;0.07
06/09/2022;0
07/09/2022;0.05
08/09/2022;0.06
09/09/2022;0.05
10/09/2022;0.06
11/09/2022;0
12/09/2022;0
13/09/2022;0.05
14/09/2022;0.05
15/09/2022;0
16/09/2022;0.05
17/09/2022;0.05
18/09/2022;0.05
19/09/2022;0.05
20/09/2022;0.06
21/09/2022;0.05
22/09/2022;0.05
23/09/2022;0
24/09/2022;0.06
25/09/2022;0.07
26/09/2022;0.07
27/09/2022;0.06
28/09/2022;0.07
29/09/2022;0.06
30/09/2022;1.35
01/10/2022;0.06
02/10/2022;0.07
03/10/2022;0.05
04/10/2022;0.05
05/10/2022;0
06/10/2022;0.06
07/10/2022;0.06
08/10/2022;0.07
09/10/2022;0.06
10/10/2022;0.07
11/10/2022;0.05
12/10/2022;0.06
13/10/2022;0.07
14/10/2022;0.05
15/10/2022;0
16/10/2022;0
17/10/2022;0.07
18/10/2022;0.06
19/10/2022;0.05
20/10/2022;0.08
21/10/2022;0
22/10/2022;0.05
23/10/2022;0.06
24/10/2022;0.07
25/10/2022;0
26/10/2022;0.05
27/10/2022;0.06
28/10/2022;0.05
29/10/2022;0.06
30/10/2022;0.05
31/10/2022;0.06
01/11/2022;0.07
02/11/2022;0.06
03/11/2022;0.06
04/11/2022;0.16
05/11/2022;0.14
06/11/2022;0.13
07/11/2022;0.13
08/11/2022;0.12
09/11/2022;0.1
10/11/2022;0.06
11/11/2022;0.06
12/11/2022;0.06
13/11/2022;0.06
14/11/2022;0.05
15/11/2022;0.06
16/11/2022;0.06
17/11/2022;0.06
18/11/2022;0
19/11/2022;0
20/11/2022;0
21/11/2022;0.17
22/11/2022;0.37
23/11/2022;0.36
24/11/2022;0.23
25/11/2022;0.22
26/11/2022;0.21
27/11/2022;0.2
28/11/2022;0.28
29/11/2022;0.39
30/11/2022;0.37
01/12/2022;0.35
02/12/2022;0.34
03/12/2022;0.41
04/12/2022;0.46
05/12/2022;0.41
06/12/2022;0.39
07/12/2022;0.37
08/12/2022;0.42
09/12/2022;0.44
10/12/2022;0.44
11/12/2022;0.43
12/12/2022;0.53
13/12/2022;0.51
14/12/2022;0.49
15/12/2022;0.49
16/12/2022;0.48
17/12/2022;0.5
18/12/2022;0.49
19/12/2022;0.49
20/12/2022;0.48
21/12/2022;0.48
22/12/2022;0.47
23/12/2022;0.44
24/12/2022;0.44
25/12/2022;0.44
26/12/2022;0.44
27/12/2022;0.42
28/12/2022;0.42
29/12/2022;0.42
30/12/2022;0.43
31/12/2022;0.42
01/01/2023;0.42
02/01/2023;0.44
03/01/2023;0.49
04/01/2023;0.5
05/01/2023;0.49
06/01/2023;0.49
07/01/2023;0.49
08/01/2023;0.49
09/01/2023;0.54
10/01/2023;0.56
11/01/2023;0.55
12/01/2023;0.54
13/01/2023;0.54
14/01/2023;0.53
15/01/2023;0.52
16/01/2023;0.64
17/01/2023;0.73
18/01/2023;0.81
19/01/2023;0.95
20/01/2023;1.58
21/01/2023;1.73
22/01/2023;1.75
23/01/2023;1.54
24/01/2023;1.48
25/01/2023;1.42
26/01/2023;1.37
27/01/2023;1.31
28/01/2023;1.34
29/01/2023;1.25
30/01/2023;1.25
31/01/2023;1.22
01/02/2023;1.21
02/02/2023;1.2
03/02/2023;1.19
04/02/2023;1.17
05/02/2023;1.16
06/02/2023;1.16
07/02/2023;1.18
08/02/2023;1.14
09/02/2023;1.13
10/02/2023;1.13
11/02/2023;1.11
12/02/2023;1.11
13/02/2023;1.1
14/02/2023;1.1
15/02/2023;1.1
16/02/2023;1.09
17/02/2023;1.08
18/02/2023;1.08
19/02/2023;1.08
20/02/2023;1.07
21/02/2023;1.07
22/02/2023;1.16
23/02/2023;1.41
24/02/2023;1.45
25/02/2023;1.35
26/02/2023;1.46
27/02/2023;1.68
28/02/2023;1.65
01/03/2023;1.57
02/03/2023;1.52
03/03/2023;1.49
04/03/2023;1.47
05/03/2023;1.45
06/03/2023;1.42
07/03/2023;1.41
08/03/2023;1.39
09/03/2023;1.37
10/03/2023;1.35
11/03/2023;1.3
12/03/2023;1.22
13/03/2023;1.2
14/03/2023;1.18
15/03/2023;1.17
16/03/2023;1.15
17/03/2023;1.11
18/03/2023;1.11
19/03/2023;1.11
20/03/2023;1.11
21/03/2023;1.09
22/03/2023;1.08
23/03/2023;1.04
24/03/2023;1
25/03/2023;0.97
26/03/2023;0.96
27/03/2023;0.98
28/03/2023;0.92
29/03/2023;0.89
30/03/2023;0.84
31/03/2023;0.79
01/04/2023;0.9
02/04/2023;1
03/04/2023;0.92
04/04/2023;0.91
05/04/2023;0.9
06/04/2023;0.88
07/04/2023;0.83
08/04/2023;0.81
09/04/2023;0.79
10/04/2023;0.74
11/04/2023;0.72
12/04/2023;0.65
13/04/2023;0.75
14/04/2023;0.75
15/04/2023;0.73
16/04/2023;0.72
17/04/2023;0.69
18/04/2023;0.68
19/04/2023;0.65
20/04/2023;0.64
21/04/2023;0.56
22/04/2023;0.54
23/04/2023;0.53
24/04/2023;0.51
25/04/2023;0.45
26/04/2023;0.4
27/04/2023;0.35
28/04/2023;0.27
29/04/2023;0.16
30/04/2023;0.08
01/05/2023;0
02/05/2023;0
03/05/2023;0
04/05/2023;0
05/05/2023;0
06/05/2023;0
07/05/2023;0
08/05/2023;0
09/05/2023;0
10/05/2023;0
11/05/2023;0
12/05/2023;0
13/05/2023;0.08
14/05/2023;0.08
15/05/2023;0.09
16/05/2023;0.06
17/05/2023;0.06
18/05/2023;0
19/05/2023;0
20/05/2023;0.05
21/05/2023;0
22/05/2023;0
23/05/2023;0
24/05/2023;0
25/05/2023;0
26/05/2023;0
27/05/2023;0
28/05/2023;0
29/05/2023;0
30/05/2023;0
31/05/2023;0
01/06/2023;0
02/06/2023;0
03/06/2023;0
04/06/2023;0
05/06/2023;0
06/06/2023;0
07/06/2023;0
08/06/2023;0
09/06/2023;0
10/06/2023;0
11/06/2023;0
12/06/2023;0
13/06/2023;0
14/06/2023;0
15/06/2023;0.05
16/06/2023;0
17/06/2023;0
18/06/2023;0
19/06/2023;0
20/06/2023;0
21/06/2023;0.05
22/06/2023;0
23/06/2023;0
24/06/2023;0
25/06/2023;0
26/06/2023;0
27/06/2023;0
28/06/2023;0
29/06/2023;0.09
30/06/2023;0
01/07/2023;0
02/07/2023;0
03/07/2023;0
04/07/2023;0
05/07/2023;0
06/07/2023;0
07/07/2023;0
08/07/2023;0
09/07/2023;0
10/07/2023;0
11/07/2023;0
12/07/2023;0
13/07/2023;0
14/07/2023;0
15/07/2023;0
16/07/2023;0
17/07/2023;0
18/07/2023;0
19/07/2023;0
20/07/2023;0
21/07/2023;0
22/07/2023;0
23/07/2023;0
24/07/2023;0
25/07/2023;0.07
26/07/2023;0
27/07/2023;0
28/07/2023;0.05
29/07/2023;0
30/07/2023;0
31/07/2023;0
01/08/2023;0
02/08/2023;0
03/08/2023;0
04/08/2023;0.06
05/08/2023;0
06/08/2023;0
07/08/2023;0
08/08/2023;0
09/08/2023;0.05
10/08/2023;0
11/08/2023;0
12/08/2023;0
13/08/2023;0
14/08/2023;0
15/08/2023;0
16/08/2023;0
17/08/2023;0
18/08/2023;0
19/08/2023;0
20/08/2023;0
21/08/2023;0
22/08/2023;0
23/08/2023;0
24/08/2023;0
25/08/2023;0
26/08/2023;0
27/08/2023;0
28/08/2023;0
29/08/2023;0
30/08/2023;0
31/08/2023;0.5
01/09/2023;0
02/09/2023;0
03/09/2023;0
04/09/2023;0
05/09/2023;0
06/09/2023;0
07/09/2023;0
08/09/2023;0
09/09/2023;0
10/09/2023;0
11/09/2023;0
12/09/2023;0
13/09/2023;0
14/09/2023;0
15/09/2023;0
16/09/2023;0
17/09/2023;0
18/09/2023;0
19/09/2023;0
20/09/2023;0
21/09/2023;0
22/09/2023;0
23/09/2023;0
24/09/2023;0
25/09/2023;0
26/09/2023;0
27/09/2023;0
28/09/2023;0
29/09/2023;0
30/09/2023;0
01/10/2023;0
02/10/2023;0
03/10/2023;0
04/10/2023;0
05/10/2023;0
06/10/2023;0
07/10/2023;0
08/10/2023;0
09/10/2023;0
10/10/2023;0
11/10/2023;0
12/10/2023;0
13/10/2023;0
14/10/2023;0
15/10/2023;0
16/10/2023;0
17/10/2023;0
18/10/2023;0
19/10/2023;0
20/10/2023;0
21/10/2023;0
22/10/2023;0
23/10/2023;0
24/10/2023;0
25/10/2023;0
26/10/2023;0
27/10/2023;0
28/10/2023;0
29/10/2023;0
30/10/2023;0
31/10/2023;0
01/11/2023;0
02/11/2023;0.05
03/11/2023;0.07
04/11/2023;0.07
05/11/2023;0
06/11/2023;0
07/11/2023;0
08/11/2023;0
09/11/2023;0.05
10/11/2023;0.07
11/11/2023;0.08
12/11/2023;0
13/11/2023;0
14/11/2023;0
15/11/2023;0
16/11/2023;0
17/11/2023;0
18/11/2023;0
19/11/2023;0
20/11/2023;0
21/11/2023;0.17
22/11/2023;0.3
23/11/2023;0.3
24/11/2023;0.28
25/11/2023;0.24
26/11/2023;0.24
27/11/2023;0.26
28/11/2023;0.26
29/11/2023;0.26
30/11/2023;0.22
01/12/2023;0.17
02/12/2023;0.17
03/12/2023;0.17
04/12/2023;0.2
05/12/2023;0.2
06/12/2023;0.19
07/12/2023;0.19
08/12/2023;0.22
09/12/2023;0.23
10/12/2023;0.18
11/12/2023;0.18
12/12/2023;0.19
13/12/2023;0.36
14/12/2023;0.48
15/12/2023;0.52
16/12/2023;0.49
17/12/2023;0.46
18/12/2023;0.44
19/12/2023;0.42
20/12/2023;0.42
21/12/2023;0.4
22/12/2023;0.39
23/12/2023;0.38
24/12/2023;0.37
25/12/2023;0.37
26/12/2023;0.36
27/12/2023;0.36
28/12/2023;0.36
29/12/2023;0.35
30/12/2023;0.35
31/12/2023;0.35
01/01/2024;0.34
02/01/2024;0.35
03/01/2024;0.35
04/01/2024;0.35
05/01/2024;0.62
06/01/2024;0.62
07/01/2024;0.79
08/01/2024;0.62
09/01/2024;0.63
10/01/2024;0.6
11/01/2024;0.63
12/01/2024;0.6
13/01/2024;0.62
14/01/2024;0.62
15/01/2024;0.59
16/01/2024;0.6
17/01/2024;0.6
18/01/2024;0.56
19/01/2024;0.54
20/01/2024;0.54
21/01/2024;0.53
22/01/2024;0.54
23/01/2024;0.54
24/01/2024;0.55
25/01/2024;0.55
26/01/2024;0.54
27/01/2024;0.54
28/01/2024;0.54
29/01/2024;0.54
30/01/2024;0.54
31/01/2024;0.54
01/02/2024;0.54
02/02/2024;0.54
03/02/2024;0.54
04/02/2024;0.54
05/02/2024;0.53
06/02/2024;0.53
07/02/2024;0.54
08/02/2024;0.53
09/02/2024;0.55
10/02/2024;0.64
11/02/2024;0.72
12/02/2024;0.73
13/02/2024;0.72
14/02/2024;0.7
15/02/2024;0.7
16/02/2024;0.69
17/02/2024;0.69
18/02/2024;0.68
19/02/2024;0.67
20/02/2024;0.66
21/02/2024;0.67
22/02/2024;0.64
23/02/2024;0.65
24/02/2024;0.64
25/02/2024;0.72
26/02/2024;0.86
27/02/2024;1.48
28/02/2024;1.51
29/02/2024;1.39
01/03/2024;1.33
02/03/2024;1.28
03/03/2024;1.72
04/03/2024;1.65
05/03/2024;1.54
06/03/2024;1.53
07/03/2024;1.49
08/03/2024;1.51
09/03/2024;1.66
10/03/2024;1.61
11/03/2024;1.68
12/03/2024;1.61
13/03/2024;1.5
14/03/2024;1.52
15/03/2024;1.52
16/03/2024;1.49
17/03/2024;1.46
18/03/2024;1.41
19/03/2024;1.38
20/03/2024;1.33
21/03/2024;1.28
22/03/2024;1.25
23/03/2024;1.2
24/03/2024;1.18
25/03/2024;1.19
26/03/2024;1.26
27/03/2024;1.37
28/03/2024;1.42
29/03/2024;1.41
30/03/2024;1.33
31/03/2024;1.51
01/04/2024;1.5
02/04/2024;1.46
03/04/2024;1.43
04/04/2024;1.38
05/04/2024;1.35
06/04/2024;1.29
07/04/2024;1.22
08/04/2024;1.14
09/04/2024;1.04
10/04/2024;1.03
11/04/2024;1.04
12/04/2024;1
13/04/2024;0.94
14/04/2024;0.9
15/04/2024;0.85
16/04/2024;0.81
17/04/2024;0.76
18/04/2024;0.84
19/04/2024;0.81
20/04/2024;0.77
21/04/2024;0.73
22/04/2024;0.81
23/04/2024;0.93
24/04/2024;0.96
25/04/2024;0.94
26/04/2024;0.96
27/04/2024;1.05
28/04/2024;1.06
29/04/2024;1.23
30/04/2024;1.21
01/05/2024;1.11
02/05/2024;1.1
03/05/2024;1.02
04/05/2024;1
05/05/2024;0.93
06/05/2024;0.89
07/05/2024;0.96
08/05/2024;0.96
09/05/2024;0.84
10/05/2024;0.8
11/05/2024;0.75
12/05/2024;0.66
13/05/2024;0.59
14/05/2024;0.54
15/05/2024;0.5
16/05/2024;0.51
17/05/2024;0.53
18/05/2024;0.59
19/05/2024;0.52
20/05/2024;0.47
21/05/2024;0.45
22/05/2024;0.43
23/05/2024;0.39
24/05/2024;0.38
25/05/2024;0.36
26/05/2024;0.3
27/05/2024;0.14
28/05/2024;0.09
29/05/2024;0
30/05/2024;0
31/05/2024;0
01/06/2024;0
02/06/2024;0
03/06/2024;0
04/06/2024;0
05/06/2024;0
06/06/2024;0
07/06/2024;0
08/06/2024;0
09/06/2024;0
10/06/2024;0
11/06/2024;0
12/06/2024;0
13/06/2024;0
14/06/2024;0
15/06/2024;0
16/06/2024;0
17/06/2024;0
18/06/2024;0
19/06/2024;0
20/06/2024;0
21/06/2024;0
22/06/2024;0.05
23/06/2024;0
24/06/2024;0
25/06/2024;0
26/06/2024;0
27/06/2024;0
28/06/2024;0
29/06/2024;0
30/06/2024;0.07
01/07/2024;0.07
02/07/2024;0.07
03/07/2024;0.08
04/07/2024;0
05/07/2024;0
06/07/2024;0.05
07/07/2024;0.06
08/07/2024;0.07
09/07/2024;0
10/07/2024;0
11/07/2024;0
12/07/2024;0
13/07/2024;0.07
14/07/2024;0
15/07/2024;0
16/07/2024;0.05
17/07/2024;0
18/07/2024;0
19/07/2024;0
20/07/2024;0
21/07/2024;0
22/07/2024;0
23/07/2024;0
24/07/2024;0
25/07/2024;0
26/07/2024;0
27/07/2024;0
28/07/2024;0
29/07/2024;0
30/07/2024;0
31/07/2024;0
01/08/2024;0
02/08/2024;0
03/08/2024;0
04/08/2024;0
05/08/2024;0
06/08/2024;0
07/08/2024;0
08/08/2024;0
09/08/2024;0
10/08/2024;0
11/08/2024;0
12/08/2024;0
13/08/2024;0
14/08/2024;0.05
15/08/2024;0
16/08/2024;0
17/08/2024;0
18/08/2024;0
19/08/2024;0
20/08/2024;0
21/08/2024;0
22/08/2024;0
23/08/2024;0
24/08/2024;0
25/08/2024;0
26/08/2024;0
27/08/2024;0
28/08/2024;0
29/08/2024;0
30/08/2024;0
31/08/2024;0
01/09/2024;0
02/09/2024;0
03/09/2024;0
04/09/2024;0
05/09/2024;0
06/09/2024;0
07/09/2024;0
08/09/2024;0
09/09/2024;0
10/09/2024;0
11/09/2024;0
12/09/2024;0
13/09/2024;0
14/09/2024;0
15/09/2024;0
16/09/2024;0
17/09/2024;0
18/09/2024;0
19/09/2024;0
20/09/2024;0
21/09/2024;0
22/09/2024;0
23/09/2024;0
24/09/2024;0
25/09/2024;0
26/09/2024;0
27/09/2024;0
